company name,ric,ric1(ticker),isin,cusip,gvkey
Arena Events Group Ord Shs,ARE.L^B22,ARE,GB00BF0HYJ24,0.0,325014
Arden Partners Ord Shs,ARDN.L^D22,ARDN,GB00B15CTY44,0.0,278413
Austin Reed Ord Shs,ARD.L^A07,ARD,GB0007296840,0.0,100244
Aquarius Platinum Ord Shs,AQP.L^D16,AQP,BMG0440M1284,0.0,211527
Appleyard Group Common Stock,APYD.L^A98,APYD,GB0000460377,0.0,100981
APR Energy Ord Shs,APREN.L^B16,APREN,GB00B58D4C52,0.0,293921
Applegreen Ord Shs,APGNA.L^C21,APGNA,IE00BXC8D038,0.0,319894
Ant Ord Shs,ANTP.L^B13,ANTP,GB00B06BSD59,0.0,272595
Andor Technology Ord Shs,ANTE.L^B14,ANTE,GB00B043J741,0.0,271356
Ana Holdings Ord Shs,ANAA.L^A17,ANAA,JP3429800000,0.0,100247
AMZ Holdings Ord Shs,AMZ.L^D10,AMZ,GB00B0RXB080,0.0,274772
Amryt Pharma Ord Shs,AMYT.L^A22,AMYT,GB00BKLTQ412,0.0,333960
Abbott Mead Common Stock,AMV.L^B99,AMV,GB0000043256,0.0,104879
Aust Mikro Sys Common Stock,AMSVq.L^C97,AMSVq,AT0000920855,0.0,221893
AM NV Ord Shs,AMSTLeu.L^C06,AMSTLeu,NL0000389799,0.0,102168
Amadeus Class A Ord Shs,AMSq.L^A06,AMSq,ES0109169013,0.0,232196
Aggregated Micro Power Holdings Ord Shs,AMPH.L^A20,AMPH,GB00BC4F3V69,0.0,318073
African Minerals Ord Shs,AMIq.L^D15,AMIq,BMG0114P1005,0.0,272551
Amerisur Resources Ord Shs,AMER.L^A20,AMER,GB0032087826,0.0,208013
African Medical Investments Ord Shs,AMEI.L^B14,AMEI,IM00B39HQT38,0.0,293185
Ambrian Ord Shs,AMBR.L^D18,AMBR,GB0003763140,0.0,231707
Amara Mining Ord Shs,AMARA.L^D16,AMARA,GB00B04M1L91,0.0,272506
Amphion Innovations Ord Shs,AMAMP.L^A20,AMAMP,GB00B0DJNP99,0.0,273883
Apollo Metals Common Stock,ALO.L^C00,ALO,GB0000458744,0.0,200200
Alterian Ord Shs,ALN.L^A12,ALN,GB0009221044,0.0,241316
Aldermore Group Ord Shs,ALD.L^C18,ALD,GB00BQQMCJ47,0.0,319341
Aib Group Ord Shs,ALBK.L^A11,ALBK,IE00BF0L3536,0.0,15505
Albemarle and Bond Holdings Ord Shs,ALBH.L^D14,ALBH,GB0000343110,0.0,207321
Ayer Hitam Tin Ord Shs,AHPS.L^D97,AHPS,MYL2119OO005,0.0,200368
Argonaut Games Ord Shs,AGT.L^C05,AGT,GB0001427086,0.0,241317
Applied Graphene Material Ord Shs,AGMA.L^C23,AGMA,GB00BFSSB742,0.0,316673
Fortis NV Common Stock,AGFBq.L^C96,AGFBq,BE0005225843,0.0,210816
Agcert International Ord Shs,AGC.L^D08,AGC,IE00B0764647,0.0,273086
Apollon Formularies Ord Shs,AFRIA.L^B16,AFRIA,IM00BJ0LRD77,0.0,349466
AFI Development Ord Shs,AFRBb.L^B20,AFRBb,CY0101380612,0.0,177161
Block Commodities Ord Shs,AFPO.L^A17,AFPO,GG00B4QYTJ50,0.0,302387
Australian Foundation Investment Company Ord Shs,AFI.L^A03,AFI,AU000000AFI5,0.0,200334
Redbus Interhouse Ord Shs,AEGL.L^A03,AEGL,GB0009182998,0.0,220082
ADX Energy Ord Shs,ADXA.L^A03,ADXA,AU000000ADX9,0.0,247526
Adept Technology Group Ord Shs,ADT.L^D23,ADT,GB00B0WY3Y47,0.0,275443
Allders Common Stock,ADS.L^C03,ADS,GB0000325190,0.0,200125
Adalta Real Ord Shs,ADAR.L^A11,ADAR,GB0030032881,0.0,272890
ACP Capital Ord Shs,ACPC.L^C11,ACPC,GB00B0T9K295,0.0,275106
Alternative Credit Investments Ord Shs,ACI.L^C21,ACI,GB00BLP57Y95,0.0,317647
Asian Citrus Holdings Ord Shs,ACHLA.L^C17,ACHLA,BMG0620W2019,0.0,273683
Azego Ord Shs,ACGGq.L^A03,ACGGq,DE000A0PNL64,0.0,228876
Accuma Group Ord Shs,ACG.L^A10,ACG,GB00B06C5J30,0.0,272626
Auhua Clean Energy Ord Shs,ACEA.L^C16,ACEA,JE00B6ZBFF95,0.0,314021
AcenciA Debt Strategies Closed Fund,ACD.L^B19,ACD,GB00B0MSB420,0.0,276576
Abacus Group Ord Shs,ABU.L^B09,ABU,GB0000305796,0.0,210836
Angel Biotechnology Holdings Ord Shs,ABH.L^D13,ABH,GB00B0HZJ337,0.0,274504
Abbey Ord Shs,ABBY.L^D21,ABBY,IE0000020408,0.0,100119
Abbey Protection Ord Shs,ABBP.L^A14,ABBP,GB00B293ZK84,0.0,287420
NTT Com Security Ord Shs,AAGGnq.L^A03,AAGGnq,DE0005155030,0.0,224776
AA Ord Shs,AAAA.L^C21,AAAA,GB00BMSKPJ95,0.0,317852
AGI Therapeutics Ord Shs,A9I.L^C12,A9I,IE00B0YT0Q82,0.0,275568
Autobacs Seven Ord Shs,9832q.L^C07,9832q,JP3172500005,0.0,200348
Sumitomo Realty & Development Ord Shs,8830q.L^A02,8830q,JP3409000001,0.0,102605
Tokio Marine Holdings Ord Shs,8766q.L^C03,8766q,JP3910660004,0.0,15659
Aoyama Trading Ord Shs,8219q.L^A03,8219q,JP3106200003,0.0,104887
7Digital Group Ord Shs,7DIG.L^C23,7DIG,GB00BMH46555,0.0,240077
Yamaha Ord Shs,7951.L^A03,7951,JP3942600002,0.0,101131
Citizen Watch Ord Shs,7762q.L^A03,7762q,JP3352400000,0.0,100438
Olympus Ord Shs,7713q.L^A94,7713q,JP3201200007,0.0,100686
Toyota Motor Ord Shs,7203.L^A03,7203,JP3633400001,0.0,19661
Sanyo Electric Ord Shs,6764.L^A03,6764,JP3340600000,0.0,100039
Fujitsu Ord Shs,6702.L^A03,6702,JP3818000006,0.0,18467
Nippon Oil Common Stock,5004q.L^C99,5004q,JP3901600001,0.0,100566
365 Media Group Ord Shs,365.L^B07,365,GB0030716616,0.0,249605
Et-China.Com International Holdings Ord Shs,31E.L^A11,31E,JE00B1Z7SK84,0.0,285900
Nisshinbo Holdings Ord Shs,3105.L^A03,3105,JP3678000005,0.0,101357
Mitsukoshi Ord Shs,2779q.L^D08,2779q,JP3894810005,0.0,19048
Sapporo Holdings Ord Shs,2501q.L^A03,2501q,JP3320800000,0.0,100639
CEVA Logistics Ord Shs,0XUG.L^B21,0XUG,CH0413237394,0.0,327126
Mutares Ord Shs,0W2C.L^C19,0W2C,DE000A2NB650,0.0,291091
Nanogate Ord Shs,0W1E.L^C22,0W1E,DE000A0JKHC9,0.0,279417
Lion E-Mobility Ord Shs,0VR2.L^B21,0VR2,CH0560888270,0.0,326883
Borr Drilling Ord Shs,0TCY.L^A18,0TCY,BMG1466R1732,0.0,323308
Handicare Group Ord Shs,0TCX.L^D21,0TCX,SE0010298109,0.0,325610
Severstal Ord Shs,0SJQ.L^D21,0SJQ,RU0009046510,0.0,206702
Covivio Office N Ord Shs,0SF5.L^C23,0SF5,DE000A2G8XX3,0.0,326942
Borges Agriculture Ord Shs,0RTN.L^B18,0RTN,ES0105271011,0.0,325066
Bankia Ord Shs,0RQ1.L^C21,0RQ1,ES0113307062,0.0,297957
Koninklijke Volker Wessels Ord Shs,0RPM.L^D20,0RPM,NL0012294466,0.0,324218
Mediawan Ord Shs,0RP1.L^D21,0RP1,FR0013247137,0.0,321545
SSM Holding Ord Shs,0ROL.L^D21,0ROL,SE0009663511,0.0,323916
Edgeware Ord Shs,0RKV.L^D21,0RKV,SE0009268360,0.0,323028
Elemental Holding Ord Shs,0RKO.L^D21,0RKO,PLELMTL00017,0.0,313266
Stelmet Ord Shs,0RKA.L^D21,0RKA,PLSTLMT00010,0.0,322725
PGS Software Ord Shs,0RK2.L^B22,0RK2,PLSFTWR00015,0.0,290199
Internationella Engelska Skolan I Sverige Holdings II Ord Shs,0RJX.L^D21,0RJX,SE0008585525,0.0,322515
Ahlsell Ord Shs,0RJU.L^C19,0RJU,SE0009155005,0.0,322718
Dionic Industrial and Trading SA Ord Shs,0RJL.L^D23,0RJL,GRS339003022,0.0,232236
Nets Ord Shs,0RJ7.L^B18,0RJ7,DK0060745370,0.0,322524
Mediacap Ord Shs,0RJ1.L^C22,0RJ1,PLEMLAB00018,0.0,289618
I2 Development Ord Shs,0RHW.L^A23,0RHW,PLI2DVL00014,0.0,321677
GeNeuro Ord Shs,0RHK.L^B21,0RHK,CH0308403085,0.0,321533
Polski Bank Komorek Macierzystych Ord Shs,0RGA.L^D22,0RGA,PLPBKM000012,0.0,321590
Superior Industries Europe Ord Shs,0RF9.L^C23,0RF9,DE000A13STW4,0.0,319671
Energijos Skirstymo Operatorius Ord Shs,0REC.L^D21,0REC,LT0000130023,0.0,222131
Sbanken Ord Shs,0RD6.L^D22,0RD6,NO0010739402,0.0,320673
EDAG Engineering Group Ord Shs,0RCX.L^B21,0RCX,CH0303692047,0.0,320815
Steilmann Ord Shs,0RCJ.L^D17,0RCJ,DE000A14KR50,0.0,320674
Kiadis Pharma Ord Shs,0RBP.L^A23,0RBP,NL0011323407,0.0,320038
AAT Holding Ord Shs,0RBO.L^C20,0RBO,PLAATHL00018,0.0,320445
Refresco Group Ord Shs,0RBN.L^B19,0RBN,NL0011214010,0.0,297608
Altice Europe Ord Shs,0RAN.L^A21,0RAN,NL0011333752,0.0,317102
Sportamore Ord Shs,0R92.L^D21,0R92,SE0004777241,0.0,313939
Oriflame Holding Ord Shs,0R8V.L^B21,0R8V,CH0256424794,0.0,270178
Nordax Group Ord Shs,0R8R.L^D18,0R8R,SE0006965216,0.0,319904
Nobina Ord Shs,0R8O.L^B22,0R8O,SE0007185418,0.0,268759
Massimo Zanetti Beverage Group Ord Shs,0R8I.L^D21,0R8I,IT0005042467,0.0,319804
Heliocentris Energy Solutions Ord Shs,0R8C.L^B17,0R8C,DE000A1MMHE3,0.0,285395
Hemfosa Fastigheter Ord Shs,0R7Q.L^B20,0R7Q,SE0007126115,0.0,317342
windeln.de K Ord Shs,0R7E.L^A19,0R7E,DE000WNDL300,0.0,319654
Grandvision Ord Shs,0R6J.L^A22,0R6J,NL0010937066,0.0,319179
Sunrise Communications Group Ord Shs,0R5G.L^D21,0R5G,CH0267291224,0.0,319195
Ambu Ord Shs Class B,0R4L.L^A18,0R4L,DK0060946788,0.0,221020
Royal Imtech Ord Shs,0QY1.L^A17,0QY1,NL0010886891,0.0,100771
Magseis Fairfield Ord Shs,0QWE.L^A23,0QWE,NO0010663669,0.0,317929
Fenix Outdoor International Ord Shs Class B,0QVE.L^B21,0QVE,CH0242214887,0.0,318474
Cerved Group Ord Shs,0QV5.L^B22,0QV5,IT0005010423,0.0,317859
APTG AG Ord Shs,0QU4.L^B21,0QU4,CH0242606942,0.0,102024
Buwog Ord Shs,0QTP.L^C20,0QTP,AT00BUWOG001,0.0,317487
Blue Solutions Ord Shs,0QSL.L^D21,0QSL,FR0011592104,0.0,316422
Recipharm Ord Shs Class B,0QSD.L^D21,0QSD,SE0005757267,0.0,317398
Luz Saude Ord Shs,0QRX.L^B19,0QRX,PTEPT0AM0005,0.0,317160
Hispania Activos Inmobiliarios Ord Shs,0QRT.L^D19,0QRT,ES0105019006,0.0,317312
Edmond de Rothschild Suisse Ord Shs,0QQW.L^B21,0QQW,CH0001347498,0.0,221059
New Venturetec Ord Shs,0QQU.L^B21,0QQU,CH0007036830,0.0,242736
Huegli Holding Ord Shs,0QPN.L^B21,0QPN,CH0004647951,0.0,102763
BC Vaud N Ord Shs,0QP8.L^B21,0QP8,CH0531751755,0.0,15531
Alpiq Holding Ord Shs,0QP0.L^B21,0QP0,CH0034389707,0.0,102880
Goldbach Media Ord Shs,0QOX.L^B21,0QOX,CH0004870942,0.0,285069
BFW Liegenschaften Ord Shs,0QOE.L^B21,0QOE,CH0018206117,0.0,276749
Aevis Victoria Ord Shs,0QO0.L^B21,0QO0,CH0478634105,0.0,241769
Cham Group Ord Shs,0QN9.L^B21,0QN9,CH0001931853,0.0,102052
Zuger Kantonalbank Ord Shs,0QN4.L^B21,0QN4,CH0493891243,0.0,15865
Actelion Ord Shs,0QMN.L^B21,0QMN,CH0010532478,0.0,239717
Spice Private Equity Ord Shs,0QMC.L^D23,0QMC,CH0009153310,0.0,275692
ONE swiss bank SA Ord Shs,0QM0.L^B21,0QM0,CH0473243506,0.0,247916
Lifewatch Ord Shs,0QLI.L^B21,0QLI,CH0012815459,0.0,235516
VZ Holding Ord Shs,0QLH.L^B21,0QLH,CH0528751586,0.0,283770
Valora Holding Ord Shs,0QLE.L^D23,0QLE,CH0002088976,0.0,102493
Groupe Baumgartner Holding Ord Shs,0QL4.L^B21,0QL4,CH0002175773,0.0,200622
Bergbahn Engelb Trueb Titlis Ord Shs,0QKZ.L^B21,0QKZ,CH0527044959,0.0,211635
Bobst Group Ord Shs,0QKJ.L^D23,0QKJ,CH0012684657,0.0,102078
Dottikon Es Holding Ord Shs,0QJU.L^B21,0QJU,CH0582581713,0.0,272678
Autowallis Ord Shs,0QIN.L^B18,0QIN,HU0000164504,0.0,330795
Sanitec Ord Shs,0QID.L^C15,0QID,FI4000072772,0.0,233273
VanCamel Ord Shs,0QHO.L^D16,0QHO,DE000A1RFMM9,0.0,316277
SCO-PAK Ord Shs,0QG0.L^D21,0QG0,PLSCOPK00012,0.0,298638
AviaAM Leasing Ord Shs,0QFZ.L^C19,0QFZ,LT0000128555,0.0,315612
Nutreco Ord Shs,0QDZ.L^D15,0QDZ,NL0010395208,0.0,205868
Przedsiebiorstwo Handlu Zagranicznego Baltona Ord Shs,0QCW.L^D21,0QCW,PLBALTN00014,0.0,298239
Varangis Avepe Ord Shs,0QC6.L^D23,0QC6,GRS301003000,0.0,245042
Areal Immobilien und Beteiligungs Ord Shs,0QB9.L^B17,0QB9,DE000A1RFGW0,0.0,286155
Selonda Aquaculture Ord Shs,0Q97.L^D21,0Q97,GRS201003019,0.0,213922
Stirom Bucuresti Ord Shs,0Q86.L^C19,0Q86,ROSTIBACNOR1,0.0,314941
Envipco Holding Ord Shs,0Q7K.L^D20,0Q7K,NL0015000GX8,0.0,233045
Ziggo NV Ord Shs,0Q6N.L^A15,0Q6N,NL0006294290,0.0,312012
Avia Solutions Group Ord Shs,0Q6F.L^C19,0Q6F,LT0000128381,0.0,296963
PGO Ord Shs,0Q6E.L^D21,0Q6E,PLPGO0000014,0.0,303196
BSC Drukarnia Opakowan Ord Shs,0Q68.L^D21,0Q68,PLBSCDO00017,0.0,296427
Ultrasonic Ord Shs,0Q4Z.L^D21,0Q4Z,DE000A1KREX3,0.0,311356
Pferdewetten.de N Ord Shs,0Q4O.L^D20,0Q4O,DE000A2YN777,0.0,240600
Cavotec Ord Shs,0Q4I.L^B21,0Q4I,CH0136071542,0.0,304589
Edrasis C Pllidas Ord Shs,0Q4B.L^C19,0Q4B,GRS220003008,0.0,206546
Open Finance Ord Shs,0Q3U.L^C23,0Q3U,PLOPNFN00010,0.0,297192
Polmed Ord Shs,0Q3O.L^C19,0Q3O,PLPOLMD00011,0.0,296475
JHM Development Ord Shs,0Q3F.L^D21,0Q3F,PLJHMDL00018,0.0,298552
Ignitis Gamyba Ord Shs,0Q39.L^D21,0Q39,LT0000128571,0.0,213559
Euromicron N Ord Shs,0Q31.L^C22,0Q31,DE000A1K0300,0.0,233049
SKW Stahl-Metallurgie Holding N Ord Shs,0Q2U.L^A19,0Q2U,DE000SKWM021,0.0,281730
OEM Ord Shs,0P35.L^D11,0P35,GB0006572241,0.0,222385
Przedsiebiorstwo Produkcyjno Handlowe Wadex Ord Shs,0P2U.L^D21,0P2U,PLWADEX00018,0.0,298333
Dalet Ord Shs,0P2R.L^D21,0P2R,FR0011026749,0.0,238448
Wellstream Holdings Ord Shs,0P1R.L^C11,0P1R,GB00B1VWM162,0.0,284507
Concefa SA Sibiu Ord Shs,0P1A.L^C19,0P1A,ROCOFIACNOR7,0.0,286356
Curasan K Ord Shs,0OQM.L^D20,0OQM,DE000A2YPGM4,0.0,247720
Alno Ord Shs,0OQF.L^D21,0OQF,DE0007788408,0.0,216519
Musee Grevin Ord Shs,0OPW.L^D22,0OPW,FR0000037970,0.0,103404
CTO Public Company Ord Shs,0OPT.L^D21,0OPT,CY0001350418,0.0,222378
Pannon Valto Ord Shs,0OP3.L^C19,0OP3,HU0000072434,0.0,206654
Windhoff Ord Shs,0OMX.L^C21,0OMX,DE0007018509,0.0,205811
Byte Computer Ord Shs,0OL0.L^C23,0OL0,GRS368313003,0.0,243081
Texapret Ord Shs,0OKI.L^C19,0OKI,GRS297003006,0.0,243065
Sniace Ord Shs,0OJV.L^D21,0OJV,ES0165380017,0.0,102386
F.E. Bording Ord Shs Class B,0OIX.L^D21,0OIX,DK0010008028,0.0,101487
Atti Kat Ord Shs,0OI1.L^C19,0OI1,GRS205003007,0.0,212809
O2 C.R Ord Shs,0OHL.L^B22,0OHL,CZ0009093209,0.0,206759
Affine R.E. REIT Ord Shs,0OG4.L^D19,0OG4,FR0000036105,0.0,211414
OCeanica Ord Shs,0ODC.L^A17,0ODC,DE0006901705,0.0,295717
La Fonciere Verte Ord Shs,0OD5.L^D21,0OD5,FR0000039638,0.0,220911
Sodifrance Ord Shs,0OCK.L^D21,0OCK,FR0000072563,0.0,237731
G A P Vassilopoulos Ord Shs,0OBZ.L^C20,0OBZ,CY0006690719,0.0,285679
STATOIL FUEL & RETAIL Ord Shs,0OB0.L^D15,0OB0,NO0010584063,0.0,295659
PATA Saldus Ord Shs,0O8R.L^C19,0O8R,LV0000101681,0.0,213621
Gaming Innovation Group Ord Shs,0O7T.L^D19,0O7T,US36467X2062,0.0,271745
VEF Radiotechnika RRR Ord Shs,0O60.L^D21,0O60,LV0000100972,0.0,284481
Eszak-Magyarorszagi Ord Shs,0O4J.L^D21,0O4J,HU0000074539,0.0,241877
Business & Decision Ord Shs,0O3O.L^D21,0O3O,FR0000078958,0.0,244776
Visiodent Ord Shs,0O3N.L^A22,0O3N,FR0000065765,0.0,238843
Lemminkainen Ord Shs,0O2Y.L^B18,0O2Y,FI0009900336,0.0,211853
Saras Ord Shs,0O2D.L^A16,0O2D,IT0000433307,0.0,277971
Msg life Ord Shs,0O23.L^C17,0O23,DE0005130108,0.0,237605
Groupe Open Ord Shs,0O1T.L^D22,0O1T,FR0004050300,0.0,237723
Grands Moulins De Strasbourg Ord Shs,0O0H.L^C19,0O0H,FR0000064180,0.0,237724
Immobiliare Grande Distribuzione Societa di Investimento Immobiliare Quotata SpA REIT Ord Shs,0NYK.L^B18,0NYK,IT0005322612,0.0,272060
Banca Popolare Di Milano Ord Shs,0NWR.L^A17,0NWR,IT0000064482,0.0,24564
Enel Green Power Ord Shs,0NVE.L^D16,0NVE,IT0004618465,0.0,295785
Bekaert (D) Ord Shs,0NV8.L^A11,0NV8,BE0974258874,0.0,100743
Axel Springer Ord Shs,0NV2.L^D20,0NV2,DE0005501357,0.0,101059
Greiffenberger Ord Shs,0NTW.L^A17,0NTW,DE0005897300,0.0,288400
Suez Ord Shs,0NRV.L^B22,0NRV,FR0010613471,0.0,289259
Ergycapital Ord Shs,0NRD.L^B18,0NRD,IT0004370448,0.0,288536
Parmalat Ord Shs,0NQB.L^C19,0NQB,IT0003826473,0.0,268421
Gea dd Ord Shs,0NNK.L^C19,0NNK,SI0031101296,0.0,273594
Plastika Ord Shs,0NNE.L^C22,0NNE,CS0008466454,0.0,206445
VTG Ord Shs,0NMI.L^D19,0NMI,DE000VTG9999,0.0,203586
1st RED Ord Shs,0NKF.L^C19,0NKF,DE0006055007,0.0,236316
M + S Elektronik Ord Shs,0NH7.L^D21,0NH7,DE0006617400,0.0,235541
Aegek Ord Shs,0NGN.L^D23,0NGN,GRS182003004,0.0,221006
Plettac Ord Shs,0NFL.L^D20,0NFL,DE0006928203,0.0,208527
Inform P Lykos Holdings S A Ord Shs,0ND8.L^C23,0ND8,GRS208303008,0.0,212819
Luxottica Group Ord Shs,0ND7.L^C19,0ND7,IT0001479374,0.0,20196
Hambgr Getrde-Ls Ord Shs,0NBF.L^C19,0NBF,DE0006011505,0.0,288043
I:FAO Ord Shs,0NA1.L^B17,0NA1,DE0006224520,0.0,228604
Elastron Ord Shs,0N3Q.L^B11,0N3Q,GRS088003017,0.0,244978
Medica Ord Shs,0N2L.L^D14,0N2L,FR0010372581,0.0,293971
Oce Ord Shs,0N1M.L^B12,0N1M,NL0000354934,0.0,8071
Biosearch Ord Shs,0MZV.L^C22,0MZV,ES0172233118,0.0,249870
Druha Strategick Ord Shs,0MWV.L^A23,0MWV,SK1120005337,0.0,316072
Karatzis Ord Shs,0MSU.L^D21,0MSU,GRS399163005,0.0,243201
Solon Eiendom Ord Shs,0MSG.L^B22,0MSG,NO0003106700,0.0,241922
Jachymov Property Management Ord Shs,0MSF.L^D21,0MSF,CS0008446753,0.0,210117
Crete Plastics Ord Shs,0MSA.L^B18,0MSA,GRS326003019,0.0,243095
Tandberg Ord Shs,0MS7.L^D10,0MS7,NO0005620856,0.0,203881
PCC Intermodal Ord Shs,0MN2.L^C19,0MN2,PLPCCIM00014,0.0,297212
Joyou Ord Shs,0MMD.L^B17,0MMD,DE000A0WMLD8,0.0,294290
bwin Interactive Entertainment Ord Shs,0MK4.L^D15,0MK4,AT0000767553,0.0,235719
Befimmo Ord Shs,0MFT.L^A23,0MFT,BE0003678894,0.0,227218
Svejsemaskinefabrikken Migatronic Ord Shs Class B,0MCR.L^D21,0MCR,DK0010225127,0.0,101855
Froehlich Bau Ord Shs,0MCE.L^D21,0MCE,DE0005790307,0.0,210366
Immoeast Ord Shs,0MBU.L^D10,0MBU,AT0000642806,0.0,270154
Fornebu Utvikling Ord Shs,0MB1.L^C19,0MB1,NO0010354269,0.0,283430
SNS REAAL Ord Shs,0MAM.L^C13,0MAM,NL0000390706,0.0,267002
Boromir Prod Ord Shs,0M8L.L^C19,0M8L,ROSPCUACNOR2,0.0,291382
Transilvania Constructii Ord Shs,0M83.L^D21,0M83,ROCOTRACNOR9,0.0,289431
KD Group Ord Shs,0M4R.L^C22,0M4R,SI0031110461,0.0,273608
Zooplus Ord Shs,0M2V.L^A22,0M2V,DE0005111702,0.0,288810
HSBC Trinkaus & Burkhardt Ord Shs,0M0X.L^D21,0M0X,DE0008115106,0.0,209228
Arkil Holding Ord Shs Class B,0LR8.L^C20,0LR8,DK0010025113,0.0,101491
Genmab Ord Shs,0LPI.L^D10,0LPI,DK0010272202,0.0,245207
Corio REIT,0LNK.L^D15,0LNK,NL0000288967,0.0,220376
Ima Industria Macchine Automatiche Ord Shs,0LD1.L^A21,0LD1,IT0001049623,0.0,212028
Schnigge Capital Markets Ord Shs,0KYP.L^D21,0KYP,DE000A0EKK20,0.0,241787
Bulstrad-Sofia Ord Shs,0KVQ.L^C19,0KVQ,BG1100015046,0.0,281561
BoStad Ord Shs Class B,0KLH.L^D21,0KLH,DK0060052843,0.0,281722
United Medical Systems International Ord Shs,0KJ3.L^D19,0KJ3,DE0005493654,0.0,240870
Ukio Bankas Ord Shs,0KD4.L^C15,0KD4,LT0000102352,0.0,222174
SIF 4 Muntenia Ord Shs,0KCA.L^D10,0KCA,ROSIFDACNOR6,0.0,254653
Sea Star Capital Ord Shs,0KC4.L^D10,0KC4,CY0016590719,0.0,289701
Sport1 Medien Ord Shs,0K77.L^B22,0K77,DE0009147207,0.0,270279
S IMMO Ord Shs,0K4F.L^D10,0K4F,AT0000652250,0.0,201633
Biancamano Ord Shs,0K14.L^C23,0K14,IT0004095888,0.0,282919
Hometown Ord Shs,0JQ8.L^B22,0JQ8,DK0015216675,0.0,101744
STX Europe Ord Shs,0JOL.L^C09,0JOL,NO0010222995,0.0,270407
TDMi Ord Shs,0JNZ.L^D21,0JNZ,DE0005098008,0.0,231344
Global PVQ Ord Shs,0JNY.L^B09,0JNY,DE0005558662,0.0,274199
Ste Anonyme des Brasseries du Cameroun Ord Shs,0JHK.L^C20,0JHK,CM0000035113,0.0,251231
Belreca Ord Shs,0JHD.L^C23,0JHD,BE0020575115,0.0,284239
NTS Ord Shs,0JFP.L^A23,0JFP,NO0004895103,0.0,250950
SMA Solar Technology Ord Shs,0J99.L^C09,0J99,DE000A0DJ6J9,0.0,289333
Trainers House Ord Shs,0J7A.L^D20,0J7A,FI4000519202,0.0,235765
Prosafe Ord Shs,0J5Y.L^D20,0J5Y,NO0010861990,0.0,216627
Kurzemes CMAS Ord Shs,0J4S.L^C19,0J4S,LV0000100949,0.0,284466
Bco Pop. Esp. Ord Shs,0J4M.L^D10,0J4M,ES0113770434,0.0,15809
Groupe Flo Ord Shs,0J35.L^B23,0J35,FR0014004X25,0.0,225160
PetrolExportImpo Ord Shs,0J09.L^C19,0J09,ROPEIMACNOR6,0.0,293115
Tosmares Kugubuvetava Ord Shs,0IZS.L^C19,0IZS,LV0000101095,0.0,284479
Spir Communication Ord Shs,0IXD.L^B21,0IXD,FR0000131732,0.0,208213
Veloxis Pharmaceuticals Ord Shs,0IVI.L^D20,0IVI,DK0060048148,0.0,281500
TMK Artrom Slatina Ord Shs,0IUO.L^D21,0IUO,ROARTFACNOR1,0.0,212837
Eramet Ord Shs,0IRQ.L^D10,0IRQ,FR0000131757,0.0,223520
JCDecaux Ord Shs,0IQH.L^D10,0IQH,FR0000077919,0.0,246216
Imerys Ord Shs,0IPO.L^B09,0IPO,FR0000120859,0.0,102765
Solocal Group Ord Shs,0IP9.L^D10,0IP9,FR00140006O9,0.0,270459
Conwert Immobilien Invest Ord Shs,0IMP.L^D10,0IMP,AT0000697750,0.0,254519
Pegas Nonwovens Ord Shs,0IKM.L^D21,0IKM,LU0275164910,0.0,282423
Ipsen Ord Shs,0IJA.L^D10,0IJA,FR0010259150,0.0,274722
Glaston Ord Shs,0IG1.L^D20,0IG1,FI4000369657,0.0,215540
Brisa - Autoestradas de Portugal Ord Shs,0IDF.L^D09,0IDF,PTBRI0AM0000,0.0,214839
Bureau Veritas Ord Shs,0ICX.L^D10,0ICX,FR0006174348,0.0,286961
Louis Ord Shs,0I8S.L^D10,0I8S,CY0004690711,0.0,239609
TMC Content Group Ord Shs,0I8Q.L^B21,0I8Q,CH0557519201,0.0,271224
Serdica Properties REIT Ord Shs,0I7T.L^C22,0I7T,BG1100112066,0.0,332298
Lafuma Ord Shs,0I3L.L^D21,0I3L,FR0000035263,0.0,223403
Royal Caribbean Group Ord Shs,0I1W.L^A17,0I1W,LR0008862868,0.0,28191
Union Financiere de France Banque Ord Shs,0I15.L^C23,0I15,FR0000034548,0.0,31658
Grindeks Ord Shs,0HZT.L^D21,0HZT,LV0000100659,0.0,243342
Terna Energy Ord Shs,0HVI.L^B08,0HVI,GRS496003005,0.0,287374
Hydrogen Utopia Ord Shs,0HUI.L^A22,0HUI,GB00BMFR8J48,0.0,351991
Zumtobel Group Ord Shs,0HTX.L^D10,0HTX,AT0000837307,0.0,277789
Il Sole 24 Ore Ord Shs,0HPS.L^B08,0HPS,IT0005283111,0.0,287575
Maire Tecnimont Ord Shs,0HPR.L^B08,0HPR,IT0004931058,0.0,287412
Piquadro Ord Shs,0HPP.L^B08,0HPP,IT0004240443,0.0,287017
Gecina Ord Shs,0HO1.L^D10,0HO1,FR0010040865,0.0,221884
Takoma Ord Shs,0HGS.L^D17,0HGS,FI0009901110,0.0,272623
Seajacks International Ord Shs,0HGL.L^A08,0HGL,BMG7947D1056,0.0,284753
Hamburger Hafen und Logistik Ord Shs,0HFJ.L^C09,0HFJ,DE000A0S8488,0.0,287162
Tilgin Ord Shs,0H9Q.L^A08,0H9Q,SE0001131269,0.0,282006
Neonet Ord Shs,0H3B.L^A08,0H3B,SE0000706913,0.0,245379
