Company Name,ISIN,CUSIP (extended),SEDOL Code,RIC
Hydrogenone Capital Growth PLC,GB00BL6K7L04,G4710S104,BL6K7L0,HGEN.L
Ondo InsurTech PLC,GB00BNVVGD77,G8353E108,BNVVGD7,ONDO.L
Sivota PLC,GB00BMH30492,G816CC102,BMH3049,SIV.L
Microlise Group PLC,GB00BLR8L223,G60817106,BLR8L22,SAAS.L
Zenova Group PLC,GB00BNVVH568,G98880100,BNVVH56,ZED.L
Genincode PLC,GB00BL97B504,G392AC106,BL97B50,GENIG.L
Northcoders Group PLC,GB00BL97B942,G6620K105,BL97B94,CODE.L
Big Technologies PLC,GB00BN2TR932,G1264M103,BN2TR93,BIGB.L
BiVictriX Therapeutics PLC,GB00BNXH3K91,G1143R109,BNXH3K9,BVX.L
Likewise Group PLC,GB00BHNWH003,G5S881104,BMYX990,LIKE.L
Citius Resources PLC,GB00BMGRFP88,G215B0104,BMGRFP8,CRESC.L
Oxford Nanopore Technologies PLC,GB00BP6S8Z30,G6840E103,BP6S8Z3,ONT.L
WAG Payment Solutions PLC,GB00BLGXWY71,G9417Z103,BLGXWY7,WPS.L
Foresight Sustainable Forestry Company PLC,GB00BMDPKM71,G3630S103,BMDPKM7,FSF.L
Net Zero Infrastructure PLC,GB00BNK8T635,G645A6100,BNK8T63,NZI.L
Made Tech Group PLC,GB00BLGYDT21,G574CZ106,BLGYDT2,MTECM.L
Light Science Technologies Holdings PLC,GB00BNDQJN14,G5487B109,BNDQJN1,LST.L
Petershill Partners PLC,GB00BL9ZF303,G52314104,BL9ZF30,PHLL.L
Alkemy Capital Investments PLC,GB00BMD6C023,G0174Z105,BMD6C02,ALKALK.L
GreenRoc Mining PLC,GB00BLD3C518,G415AK107,BLD3C51,GROC.L
Peel Hunt Ltd,GG00BLGZJW08,G705AF102,BLGZJW0,PEEL.L
Bay Capital PLC,JE00BKVHVW88,G1R827107,BKVHVW8,BAY.L
Tortilla Mexican Grill PLC,GB00BNYDGZ21,G89553104,BNYDGZ2,MEX.L
Great Southern Copper PLC,GB00BLB5BF24,G415AL105,BLB5BF2,GSCUG.L
Bens Creek Group PLC,GB00BP814F22,G09914105,BP814F2,BENB.L
Marks Electrical Group PLC,GB00BM8Q5G47,G5825Z107,BM8Q5G4,MRKM.L
TMT Acquisition PLC,GB00BN7DKC44,G89228103,BN7DKC4,TMTA.L
Tungsten West PLC,GB00BP6QM557,G91241102,BP6QM55,TUNT.L
Castelnau Group Ltd,GG00BMWWJM28,G1999V113,BMWWJM2,CGL.L
Firering Strategic Minerals Plc,CY0109692117,M4402W101,BNKJ193,FRG.L
Life Science REIT PLC,GB00BP5X4Q29,G72540100,BP5X4Q2,LABS.L
Devolver Digital Inc,USU0858L1036,U0858L103,BPBLXY1,DEVO.L
Ashtead Technology Holdings PLC,GB00BLH42507,G0609Y103,BLH4250,ATAS.L
Noventiq Holdings Plc,US83407L2079,83407L207,BLN7RY7,NVIQq.L
Atrato Onsite Energy PLC,GB00BN497V39,G061A4105,BN497V3,ROOFA.L
Atome Energy PLC,GB00BP4BSM10,G06245107,BP4BSM1,ATOMA.L
Hostmore plc,GB00BMV9MD66,G46120104,BMV9MD6,MOREH.L
Stelrad Group plc,GB00BMHRMV23,G8464N104,BMHRMV2,SRAD.L
Pod Point Group Holdings PLC,GB00BNDRD100,G2932K107,BNDRD10,PODP.L
Eneraqua Technologies PLC,GB00BNYDGM91,G303AL103,BNYDGM9,ETP.L
Harmony Energy Income Trust PLC,GB00BLNNFY18,G43967119,BLNNFY1,HEIT.L
Procook Group PLC,GB00BNRR8331,G7248Z110,BNRR833,PROC.L
DSW Capital PLC,GB00BNG9H550,G2848Z107,BNG9H55,DSW.L
Spiritus Mundi PLC,GB00BMHR3L94,G8362T104,BMHR3L9,SPMU.L
World Chess PLC,GB00BN70RC41,G3740D103,BN70RC4,CHSSW.L
Pantheon Infrastructure PLC,GB00BLNNFL88,G69032129,BLNNFL8,PINT.L
Technology Minerals PLC,GB00BP094P47,G8715C113,BP094P4,TM1.L
Skillcast Group PLC,GB00BNLXS042,G82113104,BNLXS04,SKLS.L
Red Capital PLC,JE00BLB56J12,G740A2108,BLB56J1,REDC.L
Gelion PLC,GB00BNBQZD59,G3R11J103,BNBQZD5,GELN.L
Windward Ltd,IL0011809428,M9793E107,BNTVZP4,WNWD.L
Ondine Biomedical Inc,CA68234M2058,68234M205,BNZGQK5,OBI.L
4Global PLC,GB00BLH36N37,G3682X109,BLH36N3,4GBL.L
Thomaslloyd Energy Impact Trust PLC,GB00BLBJFZ25,G51886102,BL5BF76,TLEP.L
LBG Media PLC,GB00BKPH9R58,G5433D100,BKPH9R5,LBG.L
Aptamer Group PLC,GB00BNRRP542,G6093Y103,BNRRP54,APTA.L
Public Policy Holding Company Inc,US7444301094,744430109,BL578B9,PPHC.L
CT Automotive Group PLC,GB00BMHYGR77,G2587P104,BMHYGR7,CTA.L
Libertine Holdings PLC,GB00BN6PSG15,G5478M106,BN6PSG1,LIBL.L
I (X) Net Zero PLC,JE00BP4DVJ57,G989AA103,BP4DVJ5,IX.L
MAC Alpha Ltd,VGG5869Z1045,G5869Z104,BP5GW90,MACA.L
Facilities By ADF PLC,GB00BNZGNM64,G33296107,BNZGNM6,ADFF.L
Graft Polymer (UK) Plc,GB00BMD1Z199,G4036P107,BMD1Z19,GPL.L
Electric Guitar PLC,GB00BN11T727,G3R02D107,BN11T72,ELEG.L
Genflow Biosciences PLC,GB00BP2C3V08,G392AE102,BP2C3V0,GENF.L
ACP Energy PLC,GB00BNVSX371,G0074H106,BNVSX37,ACPE.L
Hiro Metaverse Acquisitions I SA,LU2420558889,L48022112,BNNWYQ7,HMA1a.L
Hercules Site Services PLC,GB00BPVBVZ82,G4410R109,BPVBVZ8,HERC.L
Strip Tinning Holdings PLC,GB00BMHN9M05,G8531P108,BMHN9M0,STGS.L
Clean Power Hydrogen PLC,GB00BP371R64,G219BK102,BP371R6,CPH2.L
Hamak Gold Ltd,VGG4256S1048,G4256S104,BMDHNP7,HAMA.L
CleanTech Lithium plc,JE00BPCP3Z37,G2282G102,BPCP3Z3,CTL.L
URA Holdings PLC,GB00BL979W39,G930RZ104,BL979W3,URAH.L
More Acquisitions PLC,GB00BMWKKM32,G6S612101,BMWKKM3,TMOR.L
Codex Acquisitions PLC,GB00BNVRHQ51,G2252C107,BNVRHQ5,CODX.L
New Energy One Acquisition Corporation Plc,GB00BNZHM998,G6448Y105,BNZHM99,NEOA.L
RC365 Holding PLC,GB00BMG8BL95,G73972104,BMG8BL9,RCGH.L
Beacon Rise Holdings PLC,GB00BMC0V753,G0908K101,BMC0V75,BRS.L
Octopus Future Generations Vct PLC,GB00BNGFHX14,G670A3105,BNGFHX1,OFGO.L
Ajax Resources PLC,GB00BLNBD412,G01458101,BLNBD41,AJAXA.L
Financials Acquisition Corp,KYG3439B1032,G3439B103,BPSPGW5,FINSF.L
First Tin PLC,GB00BNR45554,G3488D109,BNR4555,1SN.L
Aura Renewable Acquisitions PLC,GB00BKPH9N11,G06262102,BKPH9N1,ARA.L
Kendrick Resources PLC,GB00BNBQZW49,G9877G108,BNBQZW4,KEN.L
GS Chain PLC,GB00BP38X172,G4R02C107,BP38X17,GSC.L
EnSilica PLC,GB00BN7F1618,G30689106,BN7F161,ENSI.L
First Class Metals PLC,GB00BPJGTF16,G68349102,BPJGTF1,FCMF.L
LifeSafe Holdings PLC,GB00BP83Y473,G72541108,BP83Y47,LIFS.L
Punch Taverns Finance B Ltd,XS1114385955,74600PAA1,BMD8QN9,0A5Z.L
Alteration Earth PLC,GB00BPVD4J91,G0357Z104,BPVD4J9,ALTE.L
HALEON PLC,GB00BMX86B70,G4232K100,BMX86B7,HLN.L
Tertre Rouge Assets PLC,GB00BNHN6S26,G8T68X101,BNHN6S2,TRA.L
ZAMAZ PLC,GB00BMWW8Q93,G9883Y101,BMWW8Q9,ZAMZ.L
Aurrigo International PLC,GB00BNG73286,G0635V107,BNG7328,AURR.L
Ikigai Ventures Ltd,GG00BPG8J619,G4R54G105,BPG8J61,IKIV.L
Fintech Asia Ltd,GG00BPGZTM87,G345AM102,BPGZTM8,FINAF.L
Streaks Gaming PLC,GB00BMFCRZ80,G85316100,BMFCRZ8,STKS.L
Milton Capital PLC,GB00BMWLC750,G61357102,BMWLC75,MII.L
ACG Acquisition Company Ltd,VGG0056A1030,G0056A103,BKZ72R6,ACGa.L
Sondrel (Holdings) PLC,GB00BJN54579,G8267S102,BJN5457,SNDS.L
Aterian PLC,GB00BKS7ZV87,G3085Q107,BKS7ZV8,ATN.L
Unicorn Mineral Resources Public Ltd Co,IE000H00V4G5,G930UZ100,BMYZ7L4,UMR.L
Bowen Fintech PLC,GB00BMYX7295,G1488L105,BMYX729,BWN.L
Dial Square Investments PLC,GB00BM9M0884,G5823Z109,BM9M088,DSI.L
Hellenic Dynamics PLC,GB00B3CQW227,G9R85L106,B3CQW22,HELD.L
Smarttech247 Group PLC,GB00BMGNDN03,G82448104,BMGNDN0,S247.L
Medcaw Investments PLC,GB00BM8SQP62,G5952U103,BM8SQP6,MCIM.L
Kistos Holdings Plc,GB00BP7NQJ77,G5282K106,BP7NQJ7,KIST.L
Fulcrum Metals PLC,GB00BPCPPZ79,G36877101,BPCPPZ7,FMETF.L
Dar Global PLC,GB00BQXNJY41,G26573108,BQXNJY4,DARD.L
Onward Opportunities Ltd,GG00BMZR1514,G6R52P102,BMZR151,ONWDO.L
Fadel Partners Inc,USU3033R1024,U3033R102,BN6NDF9,FADL.L
Ocean Harvest Technology Group PLC,GB00BQKR6R17,G6719K107,BQKR6R1,OHT.L
Seed Capital Solutions PLC,GB00BL6CFR81,G7995Q107,BL6CFR8,SCSPS.L
Guinness VCT PLC,GB00BQD0HG35,G4207F102,BQD0HG3,GVCT.L
Ashoka WhiteOak Emerging Markets Trust PLC,GB00BMZR7D19,G0R1YC108,BMZR7D1,AWEM.L
Dowlais Group Plc,GB00BMWRZ071,G2823M105,BMWRZ07,DWL.L
Bank of Ireland,GB0000510312,,0051031,BKIRx.L
Prudential Funding (Asia) PLC,XS0096874671,,0669694,35NU.L
Bidstack Group PLC,GB00BZ7M6059,G1R70E106,BZ7M605,BIDS.L
AFC Energy PLC,GB00B18S7B29,G0127Z103,B18S7B2,AFEN.L
abrdn Asian Income Fund Limited,GB00B0P6J834,G0060U103,B0P6J83,AAIF.L
Associated British Foods PLC,GB0006731235,G05600138,0673123,ABF.L
Access Intelligence PLC,GB00BGQVB052,G1150U102,BGQVB05,ACCI.L
Aurora Investment Trust PLC,GB0000633262,G0629M105,0063326,AURT.L
Assetco PLC,GB00BQ2K3557,G0548C139,BQ2K355,ASTO.L
AstraZeneca PLC,GB0009895292,G0593M107,0989529,AZN.L
Tavistock Investments PLC,GB00BLNMLS43,G8688V114,BLNMLS4,TAVI.L
System1 Group PLC,GB00B1GVQH21,G8650J107,B1GVQH2,SYS1.L
Blackrock Smaller Companies Trust PLC,GB0006436108,G1314X109,0643610,BRSC.L
Carclo PLC,GB0001751915,G18956105,0175191,C1Y.L
Carnival PLC,GB0031215220,G19081101,3121522,CCL.L
Invesco Bond Income Plus Ltd,JE00B6RMDP68,G2237U107,B6RMDP6,BIPS.L
Albion Technology & General VCT PLC,GB0005581672,G0154J105,0558167,AATG.L
Arkle Resources PLC,IE00B2357X72,G0540V101,B2357X7,ARKA.L
Tern PLC,GB00BFPMV798,G8760J112,BFPMV79,TERNT.L
Crown Place VCT PLC,GB0002577434,G6352P108,0257743,CRPL.L
James Cropper PLC,GB0002346053,G25592109,0234605,CRPR.L
De La Rue PLC,GB00B3DGH821,G2702K139,B3DGH82,DLAR.L
Driver Group PLC,GB00B0L9C092,G2920R106,B0L9C09,DRV.L
Molten Ventures VCT PLC,GB0002867140,G2962K100,0286714,MVCT.L
Elementis PLC,GB0002418548,G2996U108,0241854,ELM.L
888 Holdings PLC,GI000A0F6407,X19526106,B0L4LM9,888.L
Alliance Trust PLC,GB00B11V7W98,G01820169,B11V7W9,ATST.L
Shearwater Group PLC,GB00BKT6VH21,G8085K158,BKT6VH2,SWGS.L
B.P. Marsh & Partners PLC,GB00B0XLRJ79,G1534W105,B0XLRJ7,BPM.L
British Smaller Companies VCT2 PLC,GB0005001796,G1563U103,0500179,BSC.L
Caffyns PLC,GB0001615219,G17472104,0161521,CFYN.L
Baronsmead Venture Trust PLC,GB0002631934,G0825F102,0263193,BARV.L
Caledonia Investments PLC,GB0001639920,G17640106,0163992,CLDN.L
Octopus AIM VCT PLC,GB0034202076,G6741B109,3420207,OOA.L
Creightons PLC,GB0002341666,G25340103,0234166,CRGT.L
Catalyst Media Group PLC,GB00B282R334,G19580110,B282R33,CMX.L
Condor Gold PLC,GB00B8225591,G23474102,B822559,CNDR.L
CVS Group PLC,GB00B2863827,G27234106,B286382,CVSG.L
Croda International PLC,GB00BJFFLV09,G25536155,BJFFLV0,CRDA.L
Coral Products PLC,GB0002235736,G24225107,0223573,CRU.L
Primorus Investments PLC,GB00BKTCLJ25,G7243G109,BKTCLJ2,PRIMP.L
Fiske PLC,GB0003353157,G3507D106,0335315,FKE.L
Fidelity Japan Trust PLC,GB0003328555,G34059108,0332855,FJV.L
Griffin Mining Ltd,BMG319201049,G31920104,0050384,GFM.L
Great Portland Estates PLC,GB00BF5H9P87,G40712211,BF5H9P8,GPEG.L
Galliford Try Holdings PLC,GB00BKY40Q38,G3776D100,BKY40Q3,GFRD.L
HgCapital Trust PLC,GB00BJ0LT190,G4441G148,BJ0LT19,HGT.L
Hargreaves Services PLC,GB00B0MTC970,G4394K104,B0MTC97,HASE.L
Henderson Opportunities Trust PLC,GB0008536574,G4401K105,0853657,HENT.L
India Capital Growth Fund Ltd,GB00B0P8RJ60,G4787N111,B0P8RJ6,IGC.L
iomart group PLC,GB0004281639,G49330106,0428163,IOMG.L
Jupiter Green Investment Trust PLC,GB00B120GL77,G52081109,B120GL7,JGC.L
Jarvis Securities PLC,GB00BKS9NN22,G50699118,BKS9NN2,JIM.L
KEFI Gold and Copper Plc,GB00BD8GP619,G5241Q129,BD8GP61,KEFI.L
K3 Business Technology Group PLC,GB00B00P6061,G8309T100,B00P606,KBT.L
Asiamet Resources Ltd,BM04521V1038,04521V103,BYT3F24,ARSA.L
Dialight PLC,GB0033057794,G28533100,3305779,DIAL.L
Sirius Real Estate Ltd,GG00B1W3VF54,G8187C104,B1W3VF5,SRET.L
Diploma PLC,GB0001826634,G27664112,0182663,DPLM.L
Dillistone Group PLC,GB00B13QQB40,G2876P104,B13QQB4,DSG.L
Airea PLC,GB0008123027,G0131J103,0812302,AIEA.L
Alliance Pharma PLC,GB0031030819,G0179G102,3103081,ALAPH.L
Ashmore Group PLC,GB00B132NW22,G0609C101,B132NW2,ASHM.L
Accsys Technologies PLC,GB00BQQFX454,G01012130,BQQG1H7,ACCS.L
Anglo American PLC,GB00B1XZS820,G03764134,B1XZS82,AAL.L
ADVFN PLC,GB00BPT24C10,G0102R118,BPT24C1,AFN.L
A G Barr PLC,GB00B6XZKY75,G012A7101,B6XZKY7,BAG.L
Braime Group PLC,GB0001185056,G12992106,0118505,BMT.L
Blue Star Capital PLC,GB00B02SSZ25,G1361N103,B02SSZ2,BLUS.L
Bezant Resources PLC,GB00B1CKQD97,G12349109,B1CKQD9,BZT.L
Acuity RM Group PLC,GB00BR0WHY71,G2877S115,BR0WHY7,ACRM.L
abrdn Japan Investment Trust PLC,GB0003920757,G0060X107,0392075,AJIT.L
Maven Income and Growth VCT 3 PLC,GB0031153769,G5914B102,3115376,MIG3.L
Burberry Group PLC,GB0031743007,G1700D105,3174300,BRBY.L
Batm Advanced Communications Ltd,IL0010849045,M19199161,0911146,BVC.L
Centaur Media PLC,GB0034291418,G2059A106,3429141,CAU.L
Albion Development VCT PLC,GB0004832472,G0220T111,0483247,AADV.L
Chemring Group PLC,GB00B45C9X44,G20860139,B45C9X4,CHG.L
Octopus Aim VCT 2 PLC,GB00B0JQZZ80,G23325106,B0JQZZ8,OSEC.L
CAP XX Ltd,AU0000XINAS1,Q20953107,B12V9Z5,CAPX.L
Dechra Pharmaceuticals PLC,GB0009633180,G2769C145,0963318,DPH.L
Ceps PLC,GB00B86TNX04,G2026V134,B86TNX0,CEPS.L
Jet2 PLC,GB00B1722W11,G5112P101,B1722W1,JET2.L
Christie Group plc,GB0001953156,G21140101,0195315,C3U.L
Unbound Group PLC,GB0003085445,G3R032118,0308544,UBGU.L
Avacta Group PLC,GB00BYYW9G87,G2967N117,BYYW9G8,AVCT.L
Avingtrans PLC,GB0009188797,G0702W103,0918879,AVG.L
British American Tobacco PLC,GB0002875804,G1510J102,0287580,BATS.L
International Public Partnerships Ltd,GB00B188SR50,G4891V108,B188SR5,INPP.L
Berkeley Group Holdings PLC,GB00BLJNXL82,G1191G138,BLJNXL8,BKGH.L
Foresight VCT PLC,GB00B68K3716,G3629D166,B68K371,FTV.L
Holders Technology PLC,GB0004312350,G4551S106,0431235,HDT.L
HICL Infrastructure PLC,GB00BJLP1Y77,G44393109,BJLP1Y7,HICL.L
Hardide PLC,GB00BJJPX768,G4391Z112,BJJPX76,HDD.L
Schroder Asian Total Return Investment Company PLC,GB0008710799,G7926U102,0871079,ATRAS.L
Hiscox Ltd,BMG4593F1389,G4593F138,BVZHXQ9,HSX.L
Liontrust Asset Management PLC,GB0007388407,G5498A108,0738840,LIO.L
Mondi PLC,GB00B1CRLC47,G6258S107,B1CRLC4,MNDI.L
Sigmaroc PLC,GB00BYX5K988,G81267109,BYX5K98,SRC.L
Mulberry Group PLC,GB0006094303,G6328C108,0609430,MUL.L
National Westminster Bank PLC,GB0006227051,G63812153,0622705,NWB_pa.L
Newmark Security PLC,GB00BNYM9W73,G6468A110,BNYM9W7,NWMS.L
Europa Oil & Gas (Holdings) PLC,GB00B03CJS30,G3243A101,B03CJS3,EOG.L
EPE Special Opportunities Ltd,BMG3163K1053,G3163K105,BYW49X3,ESOE.L
FirstGroup PLC,GB0003452173,G34604101,0345217,FGP.L
Howden Joinery Group PLC,GB0005576813,G4647J102,0557681,HWDN.L
Goldplat PLC,GB00B0HCWM45,G4101W102,B0HCWM4,GLDP.L
Gresham Technologies PLC,GB0008808825,G4110H104,0880882,GHT.L
ICG Enterprise Trust PLC,GB0003292009,G4707H103,0329200,ICGT.L
Troy Income & Growth Trust PLC,GB0003708665,G39032100,0370866,TIGT.L
Abrdn New Dawn Investment Trust PLC,GB00BBM56V29,G0059Q162,BBM56V2,ABD.L
Vast Resources PLC,GB00BMD68046,G9322Y183,BMD6804,VAST.L
Hansa Investment Company Ltd,BMG428941162,G42894116,BKLFC18,HAN.L
Hilton Food Group PLC,GB00B1V9NW54,G4586W106,B1V9NW5,HFG.L
Herald Investment Trust PLC,GB0004228648,G4410F105,0422864,HRI.L
Henderson Diversified Income Trust PLC,GB00BF03YC36,G4396R107,BF03YC3,HDIV.L
Inspiration Healthcare Group PLC,GB00BXDZL105,G4836S103,BXDZL10,IHC.L
Invesco Perpetual UK Smaller Companies Investment Trust PLC,GB00B1FL3C76,G4920X109,B1FL3C7,IPU.L
IQE PLC,GB0009619924,G49356119,0961992,IQE.L
Keller Group PLC,GB0004866223,G5222K109,0486622,KLR.L
IP Group PLC,GB00B128J450,G49348116,B128J45,IPO.L
Keystone Positive Change Investment Trust PLC,GB00BK96BB68,G5251R116,BK96BB6,KPCK.L
Jpmorgan Global Growth & Income PLC,GB00BYMKY695,G51984121,BYMKY69,JGGI.L
Intertek Group PLC,GB0031638363,G4911B108,3163836,ITRK.L
Jubilee Metals Group PLC,GB0031852162,G51977109,3185216,JLP.L
Maintel Holdings PLC,GB00B046YG73,G5775L108,B046YG7,MAIH.L
Animalcare Group PLC,GB0032350695,G0403N105,3235069,ANCR.L
Arbuthnot Banking Group PLC,GB0007922338,G0447S102,0792233,ARBB.L
Barclays PLC,GB0031348658,G08036124,3134865,BARC.L
Malvern International PLC,GB00BNBVJZ07,G5785K116,BNBVJZ0,MLVN.L
Angle PLC,GB0034330679,G0445H108,3433067,AGLE.L
Harbour Energy PLC,GB00BMBVGQ36,G4289T111,BMBVGQ3,HBR.L
ReNeuron Group PLC,GB00BF5G6K95,G7489A121,BF5G6K9,RQE.L
Chelverton UK Dividend Trust PLC,GB0006615826,G8185S119,0661582,SDV.L
European Opportunities Trust PLC,GB0000197722,G3195F108,0019772,EOTE.L
Lookers PLC,GB00B17MMZ46,G56420170,B17MMZ4,LOOK.L
Location Sciences Group PLC,GB00BGT36S19,G5626Y127,BGT36S1,LSAI.L
London Security PLC,GB0005314363,G48944147,0531436,LSC.L
Cambria Africa PLC,IM00B28CVH58,G1776M104,B28CVH5,CMBC.L
Begbies Traynor Group PLC,GB00B0305S97,G1145D108,B0305S9,BEG.L
Blackrock Latin American Investment Trust PLC,GB0005058408,G1322C105,0505840,BRLA.L
abrdn Diversified Income and Growth PLC,GB0001297562,G5487A101,0129756,ADIG.L
Britvic PLC,GB00B0N8QD54,G17387104,B0N8QD5,BVIC.L
Conroy Gold and Natural Resources PLC,IE00BZ4BTZ13,G2360W110,BZ4BW18,CGNR.L
Capital Gearing Trust PLC,GB0001738615,G1857A102,0173861,CGT.L
Albion Enterprise VCT PLC,GB00B1G3LR35,G2330Z102,B1G3LR3,AAEV.L
Castings PLC,GB0001795680,G19432106,0179568,CGS.L
Capricorn Energy PLC,GB00BQ98V038,G17528327,BQ98V03,CNE.L
Cenkos Securities PLC,GB00B1FLHR07,G2026S107,B1FLHR0,CNKS.L
Derwent London PLC,GB0002652740,G27300105,0265274,DLN.L
abrdn Asia Focus plc,GB00BMF19B58,G0059N136,BMF19B5,AAS.L
Bristol Water PLC,GB0001257988,G1384J105,0125798,BTW_pa.L
Maven Income and Growth VCT 4 PLC,GB00B043QW84,G0061Y104,B043QW8,MAV4.L
Secure Property Development & Investment PLC,CY0102102213,M8480R108,B6WC674,SPDI.L
Thames Ventures VCT 1 PLC,GB00BFRSVQ41,G2900K113,BFRSVQ4,TV1.L
Sosandar PLC,GB00BDGS8G04,G67783103,BDGS8G0,SOSS.L
Murray International Trust PLC,GB00BQZCCB79,G63448206,BQZCCB7,MYI.L
Gattaca PLC,GB00B1FMDQ43,G389AW108,B1FMDQ4,GATC.L
Netcall PLC,GB0000060532,G6426K101,0006053,NETC.L
Nichols PLC,GB0006389398,G65156112,0638939,NICL.L
Nostra Terra Oil and Gas Company PLC,GB00BZ76F335,G6672L118,BZ76F33,NTOG.L
New Star Investment Trust PLC,GB0002631041,G5033V104,0263104,NESI.L
Rua Life Sciences PLC,GB0033360586,G0402P119,3336058,RUA.L
Aseana Properties Ltd,JE00B1RZDJ41,G0597M103,B1RZDJ4,ASPL.L
Aviva PLC,GB00BPQY8M80,G0683Q158,BPQY8M8,AV.L
Blackrock Income and Growth Investment Trust PLC,GB0030961691,G1560A100,3096169,BRIGB.L
N Brown Group PLC,GB00B1P6ZR11,G64036125,B1P6ZR1,BWNG.L
Quantum Blockchain Technologies PLC,GB00B50P5B53,G2201W105,B50P5B5,QBTQ.L
Celtic PLC,GB0004339189,G19944118,0433918,CCP.L
Cardiff Property PLC,GB0001754257,G18984107,0175425,CDFF.L
Active Energy Group PLC,GB00BPG7NS80,G0106F110,BPG7NS8,AEGR.L
Ecora Resources PLC,GB0006449366,G0386E106,0644936,ECORE.L
BAE Systems PLC,GB0002634946,G06940103,0263494,BAES.L
Babcock International Group PLC,GB0009697037,G0689Q152,0969703,BAB.L
Beazley PLC,GB00BYQ0JC66,G0936K107,BYQ0JC6,BEZG.L
Kingswood Holdings Ltd,GG00BKY4K072,G5267T106,BKY4K07,KWG.L
Biotech Growth Trust PLC,GB0000385517,G1281H103,0038551,BIOGW.L
Baronsmead Second Venture Trust PLC,GB0030028103,G0825J104,3002810,BRMD.L
Bellway PLC,GB0000904986,G09744155,0090498,BWY.L
BT Group PLC,GB0030913577,G16612106,3091357,BT.L
Alpha Real Trust Ltd,GB00B13VDP26,G02224106,B13VDP2,ARTL.L
Aeorema Communications PLC,GB00B4QHH456,G012A0106,B4QHH45,AEO.L
Centrica PLC,GB00B033F229,G2018Z143,B033F22,CNA.L
Dunedin Income Growth Investment Trust PLC,GB0003406096,G2868W109,0340609,DIG.L
Diageo PLC,GB0002374006,G42089113,0237400,DGE.L
European Assets Trust PLC,GB00BHJVQ590,G315BE102,BHJVQ59,EUNZ.L
discoverIE Group plc,GB0000055888,G2887F103,0005588,DSCV.L
Alien Metals Ltd,VGG017351021,G01735102,BGRSF03,UFO.L
Allergy Therapeutics PLC,GB00B02LCQ05,G0236K104,B02LCQ0,AGY.L
Atlantis Japan Growth Fund Ltd,GG00B61ND550,G0617R165,B61ND55,AJG.L
Bloomsbury Publishing PLC,GB0033147751,G1179Q132,3314775,BLPU.L
JPEL Private Equity Ltd,GG00BPSMLX26,G51470113,BPSMLX2,JPEL.L
Beacon Energy PLC,IM00BKSCP798,G0102J124,BKSCP79,BCEB.L
City of London Investment Group PLC,GB00B104RS51,G22485109,B104RS5,CLIG.L
Chaarat Gold Holdings Ltd,VGG203461055,G20346105,B24FXV6,CGH.L
Fidelity Special Values PLC,GB00BWXC7Y93,G3410D136,BWXC7Y9,FSV.L
GB Group PLC,GB0006870611,G3770M106,0687061,GBGP.L
Gooch & Housego PLC,GB0002259116,G3977E105,0225911,GHH.L
Altyngold PLC,GB00BMH19X50,G03679100,BMH19X5,ALTNA.L
Hochschild Mining PLC,GB00B1FW5029,G4611M107,B1FW502,HOCM.L
Hunting PLC,GB0004478896,G46648104,0447889,HTG.L
Hill & Smith PLC,GB0004270301,G45080101,0427030,HILS.L
Hornby PLC,GB00B01CZ652,G46032119,B01CZ65,HRN.L
Heavitree Brewery PLC,GB0004182506,G4382P107,0418250,HVT.L
Seneca Growth Capital VCT PLC,GB0031256109,G1124L105,3125610,HYG.L
Marks and Spencer Group PLC,GB0031274896,G5824M107,3127489,MKS.L
Metals Exploration PLC,GB00B0394F60,G60529107,B0394F6,MTL.L
New Century Aim VCT 2 PLC,GB00B1SN3863,G6473Z100,B1SN386,NCAx.L
NCC Group PLC,GB00B01QGK86,G64319109,B01QGK8,NCCG.L
Next 15 Group PLC,GB0030026057,G6500G109,3002605,NFGN.L
NWF Group PLC,GB0006523608,G6681C109,0652360,NWF.L
Northern 2 VCT PLC,GB0005356430,G6642X101,0535643,NTV.L
Redde Northgate PLC,GB00B41H7391,G7331W115,B41H739,REDD.L
Personal Group Holdings PLC,GB0002760279,G37864108,0276027,PGH.L
Audioboom Group PLC,JE00BJYJFG60,G0R8A5104,BJYJFG6,BOOMA.L
Blackbird PLC,GB0004740477,G1312H106,0474047,BIRD.L
Genedrive PLC,GB00B1VKB244,G3791Q102,B1VKB24,GDRG.L
DCC PLC,IE0002424939,G2689P101,0242493,DCC.L
Cloudcoco Group PLC,GB00B8GRBX01,G7114J117,B8GRBX0,CLCO.L
Empresaria Group PLC,GB00B0358N07,G3038D112,B0358N0,EMPR.L
Eurasia Mining PLC,GB0003230421,G31402103,0323042,EUA.L
Pressure Technologies PLC,GB00B1XFKR57,G7233Z109,B1XFKR5,PRES.L
PZ Cussons PLC,GB00B19Z1432,G6850S109,B19Z143,PZC.L
Ruffer Investment Company Ltd,GB00B018CS46,G7724B108,B018CS4,RICA_p.L
Rurelec PLC,GB00B01XPW41,G7725E101,B01XPW4,RUR.L
Rights and Issues Investment Trust PLC,GB0007392078,G75731110,0739207,RIICi.L
North American Income Trust PLC,GB00BJ00Z303,G6607G119,BJ00Z30,NAIT.L
Marechale Capital PLC,GB0005401087,G1870J106,0540108,MACT.L
Antofagasta PLC,GB0000456144,G0398N128,0045614,ANTO.L
Hidong Estate PLC,GB0004251863,G44408105,0425186,HID.L
